Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Name,Place Of Performance ZIP Code,Place Of Performance County Name,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Type Of Set Aside Description,Contracting Officer Business Size Determination,Last Modified Date,Is Small Business,Is 8a Set-Aside
89303024FGD000004,POTOMAC-HUDSON ENGINEERING INC,2025-08-20,1000.0,89303024FGD000004,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89303023FCR400009,"KYMBER CONSULTING GROUP, LLC",2025-08-20,0.0,89303023FCR400009,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503425FWA401747,HUGHES BROTHERS INC,2025-08-20,614758.69,89503425FWA401747,NE,SEWARD,68434,SEWARD,5510,LUMBER AND RELATED BASIC WOOD MATERIALS,321215,ENGINEERED WOOD MEMBER MANUFACTURING,,,,,False,False
89233125FNA400729,RELX INC,2025-08-20,27216.0,89233125FNA400729,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,,,,,False,False
89303025FEA400008,"EAGLE HARBOR, LLC",2025-08-20,1767536.43,89303025FEA400008,NM,ALBUQUERQUE,87185,BERNALILLO,M1CZ,OPERATION OF OTHER EDUCATIONAL BUILDINGS,611519,OTHER TECHNICAL AND TRADE SCHOOLS,,,,,False,False
89303321CEM000080,"BATTELLE SAVANNAH RIVER ALLIANCE, LLC",2025-08-20,28207642.73,89303321CEM000080,SC,AIKEN,29803,AIKEN,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
89503425FWA401746,"ADVANCED COMPUTER CONCEPTS, INC.",2025-08-20,16027.72,89503425FWA401746,ND,BISMARCK,58501,BURLEIGH,6150,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89503425PWA002112,HDT HOLDINGS LLC,2025-08-20,36232.69,89503425PWA002112,ND,BISMARCK,58501,BURLEIGH,2510,"VEHICULAR CAB, BODY, AND FRAME STRUCTURAL COMPONENTS",336211,MOTOR VEHICLE BODY MANUFACTURING,,,,,False,False
89303325PEM000246,DIGITAL STRATEGY LLC,2025-08-20,350000.0,89303325PEM000246,MD,LAUREL,20723,HOWARD,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
89243325FFE400710,LEICA MICROSYSTEMS INC.,2025-08-20,110490.74,89243325FFE400710,IL,DEERFIELD,60015,LAKE,6650,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,,,,,False,False
89233120CNA000130,CHENEGA HEALTHCARE SERVICES LLC,2025-08-20,0.0,89233120CNA000130,NM,ALBUQUERQUE,87185,BERNALILLO,Q999,MEDICAL- OTHER,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,,,,,False,False
89503425PWA002113,MAYOINTHEMIX LLC,2025-08-20,28326.72,89503425PWA002113,MD,UPPER MARLBORO,20772,PRINCE GEORGES,Z2EB,REPAIR OR ALTERATION OF MAINTENANCE BUILDINGS,238170,SIDING CONTRACTORS,,,,,False,False
89503625CSW000080,STERILECO LLC,2025-08-20,0.0,89503625CSW000080,OK,TULSA,74101,TULSA,J041,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",,,,,False,False
89503222FWA000107,"VEGETATION MANAGEMENT WEST, L.P.",2025-08-20,0.0,89503222FWA000107,CO,HOTCHKISS,81419,DELTA,F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING,115112,"SOIL PREPARATION, PLANTING, AND CULTIVATING",,,,,False,False
89503222FWA000122,"VEGETATION MANAGEMENT WEST, L.P.",2025-08-20,0.0,89503222FWA000122,CO,HOTCHKISS,81419,DELTA,F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING,115112,"SOIL PREPARATION, PLANTING, AND CULTIVATING",,,,,False,False
89503222FWA000111,"VEGETATION MANAGEMENT WEST, L.P.",2025-08-20,0.0,89503222FWA000111,CO,HOTCHKISS,81419,DELTA,F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING,115112,"SOIL PREPARATION, PLANTING, AND CULTIVATING",,,,,False,False
89233123FNA400549,VECTOR RESOURCE INC,2025-08-20,629733.0,89233123FNA400549,FL,ENGLEWOOD,34223,CHARLOTTE,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303023FMA400659,UNITED PARCEL SERVICE CO.,2025-08-20,25000.0,89303023FMA400659,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,492110,COURIERS AND EXPRESS DELIVERY SERVICES,,,,,False,False
89233125FNA400671,VECTOR RESOURCE INC,2025-08-20,60525.0,89233125FNA400671,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503022FWA400586,"CENTURY HELICOPTERS, INC.",2025-08-20,-3642.64,89503022FWA400586,CO,LAKEWOOD,80228,JEFFERSON,J015,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,,,,,False,False
89503025FWA401074,"SERVITECH, INC.",2025-08-20,64555.24,89503025FWA401074,CO,WIGGINS,80654,ADAMS,6110,ELECTRICAL CONTROL EQUIPMENT,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,,,,,False,False
DEWA0002842,"COZARELLI, SARA",2025-08-20,-5625.0,DEWA0002842,CA,FOLSOM,95630,SACRAMENTO,R499,SUPPORT- PROFESSIONAL: OTHER,541618,OTHER MANAGEMENT CONSULTING SERVICES,,,,,False,False
89233125FNA000187,"ALUTIIQ LOGISTICS & MAINTENANCE SERVICES, LLC",2025-08-20,0.0,89233125FNA000187,NM,ALBUQUERQUE,87185,BERNALILLO,M1EB,OPERATION OF MAINTENANCE BUILDINGS,561210,FACILITIES SUPPORT SERVICES,,,,,False,False
89243422FEE400293,"ICF INCORPORATED, L.L.C.",2025-08-20,100000.0,89243422FEE400293,CO,GOLDEN,80401,JEFFERSON,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,,,,,False,False
89303025FMA000593,ITM4G LLC,2025-08-20,0.0,89303025FMA000593,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,S214,HOUSEKEEPING- CARPET LAYING/CLEANING,238330,FLOORING CONTRACTORS,,,,,False,False
89303021FIM400048,"AT&T ENTERPRISES, LLC",2025-08-20,0.0,89303021FIM400048,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),517110,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
89603022F0045,"EMERGENT, LLC",2025-08-20,219847.25,89603022F0045,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,7F20,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303022FHC400018,BUSINESS MANAGEMENT ASSOCIATES INC.,2025-08-20,1584064.23,89303022FHC400018,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R799,SUPPORT- MANAGEMENT: OTHER,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",,,,,False,False
89233122FNA400417,JGMS GOVERNMENT SERVICES LLC,2025-08-20,0.0,89233122FNA400417,CO,GRAND JUNCTION,81501,MESA,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
DENA0001942,"CONSOLIDATED NUCLEAR SECURITY, LLC",2025-08-20,0.0,DENA0001942,TN,OAK RIDGE,37830,ANDERSON,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,561210,FACILITIES SUPPORT SERVICES,,,,,False,False
89503225FWA400692,FEDERAL CONTRACTS LLC,2025-08-19,135727.0,89503225FWA400692,FL,TAMPA,33612,HILLSBOROUGH,2305,GROUND EFFECT VEHICLES,336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,,,,,False,False
89503225FWA400696,FEDERAL CONTRACTS LLC,2025-08-19,135727.0,89503225FWA400696,FL,TAMPA,33612,HILLSBOROUGH,2305,GROUND EFFECT VEHICLES,336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,,,,,False,False
89233125FNA400668,"HARKCON, INC.",2025-08-19,-174505.05,89233125FNA400668,NM,ALBUQUERQUE,87116,BERNALILLO,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303024CET000022,STRATIVIA LLC,2025-08-19,576421.0,89303024CET000022,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503623PSW000184,GERMRIP LLC,2025-08-19,13680.0,89503623PSW000184,MO,NIXA,65714,CHRISTIAN,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,561720,JANITORIAL SERVICES,,,,,False,False
89303022FIM000092,AMVET TECHNOLOGIES LLC,2025-08-19,119601.55,89303022FIM000092,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89233122FNA400454,MELE ASSOCIATES INC,2025-08-19,6060000.0,89233122FNA400454,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
89303022FMA400595,MERCURY ASSOCIATES INC,2025-08-19,-111138.75,89303022FMA400595,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",,,,,False,False
89233124FNA400632,TECHSOURCE INC,2025-08-19,1155650.86,89233124FNA400632,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
89303022FMA400595,MERCURY ASSOCIATES INC,2025-08-19,0.0,89303022FMA400595,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",,,,,False,False
89233121CNA000172,MONTECH INC,2025-08-19,153647.0,89233121CNA000172,NM,ALBUQUERQUE,87106,BERNALILLO,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,,,,,False,False
89503220PWA000236,THE JUST CULTURE COMPANY LLC,2025-08-19,-1717.43,89503220PWA000236,CO,GOLDEN,80401,JEFFERSON,U099,EDUCATION/TRAINING- OTHER,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,,,,,False,False
89303919FEM000087,ATTAINX INC.,2025-08-19,-8194.24,89303919FEM000087,WA,RICHLAND,99352,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503224CWA000098,NLINE ELECTRIC LLC,2025-08-19,0.0,89503224CWA000098,NE,SIDNEY,69162,CHEYENNE,N061,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,237130,POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION,,,,,False,False
89233120FNA400317,LINK TECHNOLOGIES INC,2025-08-19,1386205.0,89233120FNA400317,MD,GERMANTOWN,20874,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303023FCR400004,"CODE PLUS, INC.",2025-08-19,185000.0,89303023FCR400004,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541513,COMPUTER FACILITIES MANAGEMENT SERVICES,,,,,False,False
89303919FEM000066,CAMEO CONSULTING GROUP LLC,2025-08-19,-17637.32,89303919FEM000066,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503425PWA002106,AJ LIAISONS LLC,2025-08-19,46400.0,89503425PWA002106,SD,MONTROSE,57048,MCCOOK,J030,MAINT/REPAIR/REBUILD OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT,811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,,,,,False,False
89243125FSC400801,FOUR LLC,2025-08-19,13091.34,89243125FSC400801,TN,OAK RIDGE,37830,ANDERSON,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303024FIG400025,"DYNAMIC INTEGRATED SERVICES, LLC",2025-08-19,0.0,89303024FIG400025,FL,PENSACOLA,32501,ESCAMBIA,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303025FLP400062,ARCHETYPE III LLC,2025-08-19,0.0,89303025FLP400062,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89233120FNA400276,THE MITRE CORPORATION,2025-08-19,-519561.38,89233120FNA400276,VA,MCLEAN,22102,FAIRFAX,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303025FLP400059,ARCHETYPE III LLC,2025-08-19,0.0,89303025FLP400059,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89243325PFE000923,PENNRAM DIVERSIFIED MANUFACTURING CORP,2025-08-19,274460.0,89243325PFE000923,PA,WILLIAMSPORT,17701,LYCOMING,4430,"INDUSTRIAL FURNACES, KILNS, LEHRS, AND OVENS",333994,INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,,,,,False,False
89233025FNR400125,EVENSONBEST LLC,2025-08-19,70107.21,89233025FNR400125,VA,SPRINGFIELD,22150,FAIRFAX,7110,OFFICE FURNITURE,337122,NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,,,,,False,False
89303024FIM000150,ACCENTURE FEDERAL SERVICES LLC,2025-08-19,0.0,89303024FIM000150,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
89603023F0025,CELLCO PARTNERSHIP,2025-08-19,22743.5,89603023F0025,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,DE11,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,517312,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
89303023FSE000001,ACCENTURE FEDERAL SERVICES LLC,2025-08-19,-1069277.58,89303023FSE000001,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
89243125FSC400802,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",2025-08-19,39396.0,89243125FSC400802,TN,OAK RIDGE,37830,ANDERSON,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303023CLP000068,RED CARROT INC,2025-08-19,23105.0,89303023CLP000068,FL,MIAMI,33136,MIAMI-DADE,R422,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,516210,"MEDIA STREAMING DISTRIBUTION SERVICES, SOCIAL NETWORKS, AND OTHER MEDIA NETWORKS AND CONTENT PROVIDERS",,,,,False,False
89233125FNA400696,THE AEROSPACE CORPORATION,2025-08-19,81800.0,89233125FNA400696,CA,EL SEGUNDO,90245,LOS ANGELES,AR14,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
89603022F0058,BAHFED CORP,2025-08-19,296448.13,89603022F0058,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
DEWA0003635,"AUTOMATIC BUILDING CONTROLS, INC.",2025-08-19,-581.0,DEWA0003635,SD,SIOUX FALLS,57107,MINNEHAHA,S202,HOUSEKEEPING- FIRE PROTECTION,922160,FIRE PROTECTION,,,,,False,False
89503325FWA400196,BAHFED CORP,2025-08-19,37781.57,89503325FWA400196,CA,REDDING,96003,SHASTA,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89233123CNA000317,TPGI CPA PLLC,2025-08-19,65281.76,89233123CNA000317,CA,PLEASANTON,94588,ALAMEDA,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,,,,,False,False
89303021FIG400014,KPMG LLP,2025-08-19,1800000.0,89303021FIG400014,VA,MCLEAN,22102,FAIRFAX,R703,SUPPORT- MANAGEMENT: ACCOUNTING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89233121FNA400368,SIGMA SCIENCE INC,2025-08-19,2000.0,89233121FNA400368,SC,AIKEN,29803,AIKEN,R499,SUPPORT- PROFESSIONAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
89503025PWA000501,DAWNWOLFTECH,2025-08-19,10800.0,89503025PWA000501,CO,LAKEWOOD,80228,JEFFERSON,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
89303922FEM000147,COHNREZNICK LLP,2025-08-19,-888.14,89303922FEM000147,WA,RICHLAND,99354,BENTON,R704,SUPPORT- MANAGEMENT: AUDITING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89503322CWA000030,"HANKINS GROUP, INC.",2025-08-19,23186.65,89503322CWA000030,CA,FOLSOM,95630,SACRAMENTO,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
89303323FEM000025,COHNREZNICK LLP,2025-08-19,340000.0,89303323FEM000025,VA,VIENNA,22182,FAIRFAX,R704,SUPPORT- MANAGEMENT: AUDITING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89303024FET000018,"MAXIMUS FEDERAL SERVICES, INC.",2025-08-19,10000.0,89303024FET000018,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,7E20,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",561422,TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,,,,,False,False
89503324CWA000050,"HANKINS GROUP, INC.",2025-08-19,67102.08,89503324CWA000050,CA,FOLSOM,95630,SACRAMENTO,Z2JZ,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
89503025FWA401073,"DH TECHNOLOGIES, INC.",2025-08-19,40117.49,89503025FWA401073,CO,DENVER,80228,JEFFERSON,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89603025F0015,"LANCER INFORMATION SOLUTIONS, LLC",2025-08-19,0.0,89603025F0015,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89243225FNE400203,"THUNDERCAT TECHNOLOGY, LLC",2025-08-19,55313.35,89243225FNE400203,ID,IDAHO FALLS,83415,BONNEVILLE,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
DEDT0012170,"UNITED PARCEL SERVICE, INC.",2025-08-19,-5913.88,DEDT0012170,CO,LOVELAND,80538,LARIMER,R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,492110,COURIERS AND EXPRESS DELIVERY SERVICES,,,,,False,False
89303725PEM000319,3DB LABS INC,2025-08-19,0.0,89303725PEM000319,SC,AIKEN,29802,AIKEN,7D20,IT AND TELECOM - SERVICE DELIVERY MANAGEMENT (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89243123FSC400488,"PROFESSIONAL PROJECT SERVICES, INC.",2025-08-19,0.0,89243123FSC400488,TN,OAK RIDGE,37830,ANDERSON,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,562910,REMEDIATION SERVICES,,,,,False,False
89503225FWA400694,"ADVANCED COMPUTER CONCEPTS, INC.",2025-08-19,76430.17,89503225FWA400694,NJ,NEW PROVIDENCE,07974,UNION,5895,MISCELLANEOUS COMMUNICATION EQUIPMENT,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89233123CNA000312,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,2025-08-19,0.0,89233123CNA000312,MD,LAUREL,20723,HOWARD,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541713,RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY,,,,,False,False
89303022FCF400032,UNISON SOFTWARE INC,2025-08-19,573264.38,89303022FCF400032,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),511210,SOFTWARE PUBLISHERS,,,,,False,False
89304223FEM400000,IDAHO ENVIRONMENTAL COALITION LLC,2025-08-19,0.0,89304223FEM400000,ID,IDAHO FALLS,83402,BONNEVILLE,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
89503321FWA000043,CIVIL DESIGN & ENGINEERING INC,2025-08-19,-1360.39,89503321FWA000043,CA,FOLSOM,95630,SACRAMENTO,R499,SUPPORT- PROFESSIONAL: OTHER,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
DEAD5209NA28983,"JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC",2025-08-19,0.0,DEAD5209NA28983,TN,OAK RIDGE,37831,ANDERSON,N099,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,541330,ENGINEERING SERVICES,,,,,False,False
DEAC3243AL00036,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",2025-08-19,262000.0,DEAC3243AL00036,NM,LOS ALAMOS,87544,LOS ALAMOS,M181,OPER OF GOVT R&D GOCO FACILITIES,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",,,,,False,False
89243125FSC400777,"ACCORD FEDERAL SERVICES, LLC",2025-08-19,0.0,89243125FSC400777,TN,OAK RIDGE,37830,ANDERSON,Z1LB,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,561210,FACILITIES SUPPORT SERVICES,,,,,False,False
89503323FWA400132,UNITED PARCEL SERVICE CO.,2025-08-19,26941.55,89503323FWA400132,CA,FOLSOM,95630,SACRAMENTO,R499,SUPPORT- PROFESSIONAL: OTHER,492110,COURIERS AND EXPRESS DELIVERY SERVICES,,,,,False,False
89503123FWA400529,CIVIL DESIGN & ENGINEERING INC,2025-08-19,0.0,89503123FWA400529,AZ,PHOENIX,85005,MARICOPA,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
89503025FWA401070,"REDHAWK IT SOLUTIONS, LLC",2025-08-19,13809.5,89503025FWA401070,CO,LAKEWOOD,80228,JEFFERSON,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
