Recipient Name,Award Amount,Careers Search
HENSEL PHELPS CONSTRUCTION CO,1639476.0,https://www.google.com/search?q=HENSEL%20PHELPS%20CONSTRUCTION%20CO%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
XPECT SOLUTIONS LLC,1567825.28,https://www.google.com/search?q=XPECT%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
GLOBALTEKFORCECOM INC.,1567632.0,https://www.google.com/search?q=GLOBALTEKFORCECOM%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"DYNAMIC BUSINESS GROUP, INC.",1524992.04,https://www.google.com/search?q=DYNAMIC%20BUSINESS%20GROUP%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MATOS BUILDERS LLC,1507734.86,https://www.google.com/search?q=MATOS%20BUILDERS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
STANDARD PETROLEUM LOGISTICS INC,1500000.0,https://www.google.com/search?q=STANDARD%20PETROLEUM%20LOGISTICS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"OLGOONIK GENERAL, LLC",1462160.94,https://www.google.com/search?q=OLGOONIK%20GENERAL%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
FUNDACION INCIENSA,1451361.0,https://www.google.com/search?q=FUNDACION%20INCIENSA%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SKOOKUM EDUCATIONAL PROGRAMS,1450695.77,https://www.google.com/search?q=SKOOKUM%20EDUCATIONAL%20PROGRAMS%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"NORESCO, LLC",1436464.75,https://www.google.com/search?q=NORESCO%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
KNZ SOLUTIONS INC,1436032.42,https://www.google.com/search?q=KNZ%20SOLUTIONS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ADMIRAL ELEVATOR COMPANY, INC.",1433070.0,https://www.google.com/search?q=ADMIRAL%20ELEVATOR%20COMPANY%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NATIONAL ACADEMY OF SCIENCES,1422985.0,https://www.google.com/search?q=NATIONAL%20ACADEMY%20OF%20SCIENCES%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
HYGEIA SOLUTIONS PARTNERS LLC,1411901.29,https://www.google.com/search?q=HYGEIA%20SOLUTIONS%20PARTNERS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CHICKASAW FUTREND TECHNOLOGIES ALLIANCE, LLC",1399105.41,https://www.google.com/search?q=CHICKASAW%20FUTREND%20TECHNOLOGIES%20ALLIANCE%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MACKSON CONSULTING, LLC",1390338.0,https://www.google.com/search?q=MACKSON%20CONSULTING%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MAYO COLLABORATIVE SERVICES, INC.",1364680.0,https://www.google.com/search?q=MAYO%20COLLABORATIVE%20SERVICES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CAREER MANAGEMENT INTERNATIONAL INC,1331490.21,https://www.google.com/search?q=CAREER%20MANAGEMENT%20INTERNATIONAL%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ECOLOGY SERVICES INC,1296000.0,https://www.google.com/search?q=ECOLOGY%20SERVICES%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",1287661.0,https://www.google.com/search?q=UNIVERSITY%20OF%20GEORGIA%20RESEARCH%20FOUNDATION%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
COVALENT SOLUTIONS LLC,1278770.0,https://www.google.com/search?q=COVALENT%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"22ND CENTURY TECHNOLOGIES, INC.",1258741.92,https://www.google.com/search?q=22ND%20CENTURY%20TECHNOLOGIES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"FEDERAL MANAGEMENT PARTNERS, LLC",1251282.1,https://www.google.com/search?q=FEDERAL%20MANAGEMENT%20PARTNERS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CAPE FOX FACILITIES SERVICES, LLC",1236768.74,https://www.google.com/search?q=CAPE%20FOX%20FACILITIES%20SERVICES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"DEFENSE CIVILIAN MEDICAL ASSOCIATES, LLC",1234902.86,https://www.google.com/search?q=DEFENSE%20CIVILIAN%20MEDICAL%20ASSOCIATES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
THE Q SHACK UNLIMITED CORP,1217680.0,https://www.google.com/search?q=THE%20Q%20SHACK%20UNLIMITED%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"NEW YORK EMBROIDERY STUDIO, INC.",1213650.0,https://www.google.com/search?q=NEW%20YORK%20EMBROIDERY%20STUDIO%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MID-ATLANTIC SERVICES GROUP, INC.",1212533.93,https://www.google.com/search?q=MID-ATLANTIC%20SERVICES%20GROUP%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"GOVSMART, INC.",1210331.68,https://www.google.com/search?q=GOVSMART%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SCIENTIFIC CONSULTING GROUP INC,1199970.0,https://www.google.com/search?q=SCIENTIFIC%20CONSULTING%20GROUP%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"BUCHANAN & EDWARDS, INC.",1163314.0,https://www.google.com/search?q=BUCHANAN%20%26%20EDWARDS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
EMORY UNIVERSITY,1119778.0,https://www.google.com/search?q=EMORY%20UNIVERSITY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BALTIMORE GAS AND ELECTRIC COMPANY,1095000.0,https://www.google.com/search?q=BALTIMORE%20GAS%20AND%20ELECTRIC%20COMPANY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"IMPRES TECHNOLOGY SOLUTIONS, INC",1079332.21,https://www.google.com/search?q=IMPRES%20TECHNOLOGY%20SOLUTIONS%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SYLGER CORP,1078942.5,https://www.google.com/search?q=SYLGER%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ONEIDA COMMUNICATIONS, INC.",1070000.0,https://www.google.com/search?q=ONEIDA%20COMMUNICATIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"BECTON, DICKINSON AND COMPANY",1068375.75,https://www.google.com/search?q=BECTON%2C%20DICKINSON%20AND%20COMPANY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"NETCOMM, INC.",1034139.46,https://www.google.com/search?q=NETCOMM%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ICF INCORPORATED, L.L.C.",1022348.76,https://www.google.com/search?q=ICF%20INCORPORATED%2C%20L.L.C.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ACCESS INTERPRETING INC,1000000.0,https://www.google.com/search?q=ACCESS%20INTERPRETING%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
FEI COMPANY,985400.18,https://www.google.com/search?q=FEI%20COMPANY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NORTHWESTERN CORP,982266.5,https://www.google.com/search?q=NORTHWESTERN%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
EMINENT SERVICES CORP,980085.0,https://www.google.com/search?q=EMINENT%20SERVICES%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MISSOURI BREAKS INDUSTRIES RESEARCH, INC",976093.0,https://www.google.com/search?q=MISSOURI%20BREAKS%20INDUSTRIES%20RESEARCH%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"FOUR POINTS TECHNOLOGY, L.L.C.",969573.4,https://www.google.com/search?q=FOUR%20POINTS%20TECHNOLOGY%2C%20L.L.C.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
RESEARCH TRIANGLE INSTITUTE,965795.0,https://www.google.com/search?q=RESEARCH%20TRIANGLE%20INSTITUTE%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
REON INC,961777.66,https://www.google.com/search?q=REON%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"FEFA, LLC",915759.73,https://www.google.com/search?q=FEFA%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,909664.0,https://www.google.com/search?q=THE%20RESEARCH%20FOUNDATION%20FOR%20THE%20STATE%20UNIVERSITY%20OF%20NEW%20YORK%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"NEW AGE DEVELOPMENT GROUP, LLC",907551.41,https://www.google.com/search?q=NEW%20AGE%20DEVELOPMENT%20GROUP%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"KOMAN ENVIRONMENTAL ASSESSMENT SERVICES, LLC",907066.58,https://www.google.com/search?q=KOMAN%20ENVIRONMENTAL%20ASSESSMENT%20SERVICES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
REGENTS OF THE UNIVERSITY OF MINNESOTA,891897.0,https://www.google.com/search?q=REGENTS%20OF%20THE%20UNIVERSITY%20OF%20MINNESOTA%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MEDICAL SCIENCE & COMPUTING, LLC",875351.16,https://www.google.com/search?q=MEDICAL%20SCIENCE%20%26%20COMPUTING%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"M. C. DEAN, INC.",864074.88,https://www.google.com/search?q=M.%20C.%20DEAN%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
JACKSON STATE UNIVERSITY,857170.0,https://www.google.com/search?q=JACKSON%20STATE%20UNIVERSITY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NORTHWESTERN UNIVERSITY,842381.0,https://www.google.com/search?q=NORTHWESTERN%20UNIVERSITY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
COMPREHENSIVE RESEARCH SOLUTIONS LLC,842258.8,https://www.google.com/search?q=COMPREHENSIVE%20RESEARCH%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CANDOR SOLUTIONS LLC,840503.02,https://www.google.com/search?q=CANDOR%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"GETINGE USA SALES, LLC",827664.6799999999,https://www.google.com/search?q=GETINGE%20USA%20SALES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"LEIDOS, INC.",823518.11,https://www.google.com/search?q=LEIDOS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LEICA MICROSYSTEMS INC.,813881.9099999999,https://www.google.com/search?q=LEICA%20MICROSYSTEMS%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SRI INTERNATIONAL,802666.32,https://www.google.com/search?q=SRI%20INTERNATIONAL%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
VIRGINIA COMMONWEALTH UNIVERSITY,784134.0,https://www.google.com/search?q=VIRGINIA%20COMMONWEALTH%20UNIVERSITY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
TECH SITE SERVICES LLC,772996.0,https://www.google.com/search?q=TECH%20SITE%20SERVICES%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
STERLING COMPUTERS CORPORATION,760069.6,https://www.google.com/search?q=STERLING%20COMPUTERS%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MEDIDATA SOLUTIONS, INC.",749513.39,https://www.google.com/search?q=MEDIDATA%20SOLUTIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"PROSOURCE CONSULTING , LLC",746037.1000000001,https://www.google.com/search?q=PROSOURCE%20CONSULTING%20%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ENVISION NOW, LLC",730291.99,https://www.google.com/search?q=ENVISION%20NOW%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BISWAS INFORMATION TECHNOLOGY SOLUTIONS INC,721345.7,https://www.google.com/search?q=BISWAS%20INFORMATION%20TECHNOLOGY%20SOLUTIONS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CLARIVATE ANALYTICS (US) LLC,719781.3200000001,https://www.google.com/search?q=CLARIVATE%20ANALYTICS%20%28US%29%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,713506.0,https://www.google.com/search?q=TRANSPERFECT%20TRANSLATIONS%20INTERNATIONAL%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"DUKE ENERGY PROGRESS, LLC",703068.72,https://www.google.com/search?q=DUKE%20ENERGY%20PROGRESS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PER-GEESH CONSTRUCTION CORPORATION,700000.0,https://www.google.com/search?q=PER-GEESH%20CONSTRUCTION%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ROCHE DIAGNOSTICS CORPORATION,693040.39,https://www.google.com/search?q=ROCHE%20DIAGNOSTICS%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"THE RESULTS LEADERSHIP GROUP, LLC",674328.0,https://www.google.com/search?q=THE%20RESULTS%20LEADERSHIP%20GROUP%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"DISYS SOLUTIONS, INC.",671117.36,https://www.google.com/search?q=DISYS%20SOLUTIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"AFFILIATED ENGINEERS METRO DC, INC.",664553.6599999999,https://www.google.com/search?q=AFFILIATED%20ENGINEERS%20METRO%20DC%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
JACKSON LABORATORY,661411.48,https://www.google.com/search?q=JACKSON%20LABORATORY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"SOCIAL & SCIENTIFIC SYSTEMS, INC.",659948.0,https://www.google.com/search?q=SOCIAL%20%26%20SCIENTIFIC%20SYSTEMS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MAX CYBERSECURITY LLC,645069.88,https://www.google.com/search?q=MAX%20CYBERSECURITY%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BG CONSULTING SERVICES LLC,641040.4,https://www.google.com/search?q=BG%20CONSULTING%20SERVICES%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CNE-SIGNATURE JV2 LLC,635211.0,https://www.google.com/search?q=CNE-SIGNATURE%20JV2%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"SUBURBAN HOSPITAL, INC",632030.0,https://www.google.com/search?q=SUBURBAN%20HOSPITAL%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ADVANCED COMPUTER CONCEPTS, INC.",629688.8899999999,https://www.google.com/search?q=ADVANCED%20COMPUTER%20CONCEPTS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
IT1 SOURCE LLC,627069.88,https://www.google.com/search?q=IT1%20SOURCE%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"NEW YEAR TECH, INC",618327.32,https://www.google.com/search?q=NEW%20YEAR%20TECH%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"PANAMERICA COMPUTERS, INC.",617439.35,https://www.google.com/search?q=PANAMERICA%20COMPUTERS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"TREON SUPPORT SERVICES JV, LLC",616071.3,https://www.google.com/search?q=TREON%20SUPPORT%20SERVICES%20JV%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"EN-NET SERVICES, L.L.C.",607639.22,https://www.google.com/search?q=EN-NET%20SERVICES%2C%20L.L.C.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ROMEM AQUA SYSTEMS CO INC,596250.0,https://www.google.com/search?q=ROMEM%20AQUA%20SYSTEMS%20CO%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ONE FEDERAL SOLUTION CORPORATION,595301.2,https://www.google.com/search?q=ONE%20FEDERAL%20SOLUTION%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
HENRY FORD HEALTH SYSTEM,590120.0,https://www.google.com/search?q=HENRY%20FORD%20HEALTH%20SYSTEM%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MEDSTAR HEALTH RESEARCH INSTITUTE INC.,562054.87,https://www.google.com/search?q=MEDSTAR%20HEALTH%20RESEARCH%20INSTITUTE%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
AAC INC.,561048.07,https://www.google.com/search?q=AAC%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CARL ZEISS MICROSCOPY, LLC",560729.58,https://www.google.com/search?q=CARL%20ZEISS%20MICROSCOPY%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
FEDPOINT SYSTEMS LLC,547158.47,https://www.google.com/search?q=FEDPOINT%20SYSTEMS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
GOVERNMENT SCIENTIFIC SOURCE INC,546421.04,https://www.google.com/search?q=GOVERNMENT%20SCIENTIFIC%20SOURCE%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PDO-PKS JV LLC,540000.0,https://www.google.com/search?q=PDO-PKS%20JV%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
VWR INTERNATIONAL LLC,526858.51,https://www.google.com/search?q=VWR%20INTERNATIONAL%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NEEVSYS INC.,504234.8,https://www.google.com/search?q=NEEVSYS%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ADVANCED CLEANROOM MICROCLEAN CORP,497250.62,https://www.google.com/search?q=ADVANCED%20CLEANROOM%20MICROCLEAN%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CLYM ENVIRONMENTAL SERVICES LLC,495249.35,https://www.google.com/search?q=CLYM%20ENVIRONMENTAL%20SERVICES%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BANNER STAFFING LLC,494920.0,https://www.google.com/search?q=BANNER%20STAFFING%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"AKIMEKA, LLC",494423.73,https://www.google.com/search?q=AKIMEKA%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"QIAGEN, LLC",480112.09,https://www.google.com/search?q=QIAGEN%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"EUROFINS DISCOVERY SERVICES NORTH AMERICA, LLC",479522.0,https://www.google.com/search?q=EUROFINS%20DISCOVERY%20SERVICES%20NORTH%20AMERICA%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
FLEXRN INC,479328.0,https://www.google.com/search?q=FLEXRN%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"COMMUNICATION INSTITUTE INTERNATIONAL, INC",476589.6,https://www.google.com/search?q=COMMUNICATION%20INSTITUTE%20INTERNATIONAL%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PHILIPS NORTH AMERICA LLC,473119.71,https://www.google.com/search?q=PHILIPS%20NORTH%20AMERICA%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,468675.0,https://www.google.com/search?q=UNIVERSITY%20OF%20TEXAS%20MEDICAL%20BRANCH%20AT%20GALVESTON%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HARBOR HOSPITAL, INC.",465038.82,https://www.google.com/search?q=HARBOR%20HOSPITAL%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SNODGRASS CONTRACTING LLC,457091.93,https://www.google.com/search?q=SNODGRASS%20CONTRACTING%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"AMERICAN TESTING, INC.",454790.0,https://www.google.com/search?q=AMERICAN%20TESTING%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"T&M SERVICE GROUP, LLC",450616.96,https://www.google.com/search?q=T%26M%20SERVICE%20GROUP%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
DYNAMIC SYSTEMS INC,449907.55,https://www.google.com/search?q=DYNAMIC%20SYSTEMS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
