Recipient Name,Award Amount,Careers Search
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,441771.58,https://www.google.com/search?q=THE%20TRUSTEES%20OF%20COLUMBIA%20UNIVERSITY%20IN%20THE%20CITY%20OF%20NEW%20YORK%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LINDE GAS & EQUIPMENT INC.,435799.27,https://www.google.com/search?q=LINDE%20GAS%20%26%20EQUIPMENT%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CAPITOL CARBONIC CORP,434880.0,https://www.google.com/search?q=CAPITOL%20CARBONIC%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SHABAS SOLUTIONS LLC,422361.35,https://www.google.com/search?q=SHABAS%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ROCKVILLE AUTO & TRUCK SERVICE, INC",422280.0,https://www.google.com/search?q=ROCKVILLE%20AUTO%20%26%20TRUCK%20SERVICE%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LCG SYSTEMS LLC,420986.37,https://www.google.com/search?q=LCG%20SYSTEMS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MALBAIE SOLUTIONS INC.,416613.85,https://www.google.com/search?q=MALBAIE%20SOLUTIONS%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PROPHARMA GROUP LLC,415593.72,https://www.google.com/search?q=PROPHARMA%20GROUP%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MASTERCONTROL SOLUTIONS, INC.",414000.0,https://www.google.com/search?q=MASTERCONTROL%20SOLUTIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ALLMOND & CO, LLC",401712.0,https://www.google.com/search?q=ALLMOND%20%26%20CO%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"KILIUDA CONSULTING, LLC",385624.8,https://www.google.com/search?q=KILIUDA%20CONSULTING%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
OPERATIONS SERVICES INC,383951.88,https://www.google.com/search?q=OPERATIONS%20SERVICES%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CONSOLIDATED SAFETY SERVICES INCORPORATED,383614.91,https://www.google.com/search?q=CONSOLIDATED%20SAFETY%20SERVICES%20INCORPORATED%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"OMNICELL, INC.",380806.56,https://www.google.com/search?q=OMNICELL%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MIDTOWN PERSONNEL INC.,374476.04,https://www.google.com/search?q=MIDTOWN%20PERSONNEL%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CORITY SOFTWARE INC.,374239.56,https://www.google.com/search?q=CORITY%20SOFTWARE%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"GOVPLACE, LLC",372751.5,https://www.google.com/search?q=GOVPLACE%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"TRANSNETYX, INC",365185.1,https://www.google.com/search?q=TRANSNETYX%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"LEOTA PROFESSIONAL RESOURCES, LLC",365000.0,https://www.google.com/search?q=LEOTA%20PROFESSIONAL%20RESOURCES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
RAILROAD CLEANERS,360000.0,https://www.google.com/search?q=RAILROAD%20CLEANERS%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"SIEMENS MEDICAL SOLUTIONS USA, INC.",359483.18000000005,https://www.google.com/search?q=SIEMENS%20MEDICAL%20SOLUTIONS%20USA%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,358733.0,https://www.google.com/search?q=BOARD%20OF%20REGENTS%20OF%20THE%20UNIVERSITY%20OF%20NEBRASKA%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HEALTH DECISIONS, INC.",358108.0,https://www.google.com/search?q=HEALTH%20DECISIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"FANNON PETROLEUM SERVICES, INC.",350000.0,https://www.google.com/search?q=FANNON%20PETROLEUM%20SERVICES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MEDDATA RESEARCH, INC",346900.0,https://www.google.com/search?q=MEDDATA%20RESEARCH%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"REDHAWK IT SOLUTIONS, LLC",340317.6,https://www.google.com/search?q=REDHAWK%20IT%20SOLUTIONS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ERNST & YOUNG LLP,340294.0,https://www.google.com/search?q=ERNST%20%26%20YOUNG%20LLP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
VANGUARD PACIFIC LLC,339004.47000000003,https://www.google.com/search?q=VANGUARD%20PACIFIC%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
3D ENVIROLOGICS LLC,331908.19,https://www.google.com/search?q=3D%20ENVIROLOGICS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HOLOGIC SALES AND SERVICE, LLC",330000.0,https://www.google.com/search?q=HOLOGIC%20SALES%20AND%20SERVICE%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
AGILENT TECHNOLOGIES INC,327149.11,https://www.google.com/search?q=AGILENT%20TECHNOLOGIES%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HYDRO SERVICE & SUPPLIES, INC.",323880.57,https://www.google.com/search?q=HYDRO%20SERVICE%20%26%20SUPPLIES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
AMERICAS STAFFING PARTNER INC,323444.0,https://www.google.com/search?q=AMERICAS%20STAFFING%20PARTNER%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ACK3 CONSULTING, LLC",320641.87,https://www.google.com/search?q=ACK3%20CONSULTING%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"WHITING-TURNER CONTRACTING COMPANY, THE",319977.0,https://www.google.com/search?q=WHITING-TURNER%20CONTRACTING%20COMPANY%2C%20THE%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NORCO INC,319713.54,https://www.google.com/search?q=NORCO%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HSU DEVELOPMENT, INC.",313984.0,https://www.google.com/search?q=HSU%20DEVELOPMENT%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"H & L ENVIRONMENTAL SERVICES, LLC",308532.0,https://www.google.com/search?q=H%20%26%20L%20ENVIRONMENTAL%20SERVICES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"AD ASTRA, INC.",300000.0,https://www.google.com/search?q=AD%20ASTRA%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"FM TALENT SOURCE, LLC",297631.6,https://www.google.com/search?q=FM%20TALENT%20SOURCE%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CAREDX LAB SOLUTIONS INC,292972.8,https://www.google.com/search?q=CAREDX%20LAB%20SOLUTIONS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LC INDUSTRIES INC,286880.0,https://www.google.com/search?q=LC%20INDUSTRIES%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"INFOR (US), LLC",285347.76,https://www.google.com/search?q=INFOR%20%28US%29%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"THE MATHWORKS, INC.",284893.03,https://www.google.com/search?q=THE%20MATHWORKS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ENVIGO RMS LLC,284382.5,https://www.google.com/search?q=ENVIGO%20RMS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CHAPPELLE MECHANICAL SERVICES LLC,280125.0,https://www.google.com/search?q=CHAPPELLE%20MECHANICAL%20SERVICES%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CAPITAL CONSULTING CORP,280000.0,https://www.google.com/search?q=CAPITAL%20CONSULTING%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SANFORD RESEARCH,275603.0,https://www.google.com/search?q=SANFORD%20RESEARCH%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MILLBROOK SUPPORT SERVICES INC,275000.0,https://www.google.com/search?q=MILLBROOK%20SUPPORT%20SERVICES%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SIEMENS INDUSTRY INC,262430.18,https://www.google.com/search?q=SIEMENS%20INDUSTRY%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
TEAM PLACEMENT SERVICE INC,256353.0,https://www.google.com/search?q=TEAM%20PLACEMENT%20SERVICE%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"M2 ENGINEERING, LLC",255634.44,https://www.google.com/search?q=M2%20ENGINEERING%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"PAL TECHNOLOGIES, INC",255476.08,https://www.google.com/search?q=PAL%20TECHNOLOGIES%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
VISION QUEST SOLUTIONS INC,251175.54,https://www.google.com/search?q=VISION%20QUEST%20SOLUTIONS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BRUKER BIOSPIN CORP,239172.88,https://www.google.com/search?q=BRUKER%20BIOSPIN%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NORSEMAN INC,235266.24,https://www.google.com/search?q=NORSEMAN%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ADVANCED AUTOMATION TECHNOLOGIES INC,232260.41,https://www.google.com/search?q=ADVANCED%20AUTOMATION%20TECHNOLOGIES%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BCT PARTNERS LLC,230955.06,https://www.google.com/search?q=BCT%20PARTNERS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"NTT DATA FEDHEALTH, INC.",226425.98,https://www.google.com/search?q=NTT%20DATA%20FEDHEALTH%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CERUS CORPORATION,223536.0,https://www.google.com/search?q=CERUS%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"SYSMEX AMERICA, INC",221176.8,https://www.google.com/search?q=SYSMEX%20AMERICA%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
GE PRECISION HEALTHCARE LLC,220872.45,https://www.google.com/search?q=GE%20PRECISION%20HEALTHCARE%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
DYNPORT VACCINE COMPANY LLC,219136.0,https://www.google.com/search?q=DYNPORT%20VACCINE%20COMPANY%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PACIFIC STAR CORPORATION,216258.06,https://www.google.com/search?q=PACIFIC%20STAR%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ANACAPA MICRO PRODUCTS, INC.",215212.7,https://www.google.com/search?q=ANACAPA%20MICRO%20PRODUCTS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
GU RNPTS RMIECH,213250.0,https://www.google.com/search?q=GU%20RNPTS%20RMIECH%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
AB STAFFING SOLUTIONS LLC,210612.0,https://www.google.com/search?q=AB%20STAFFING%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
TWOTECH INC,210468.75,https://www.google.com/search?q=TWOTECH%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
REVOLUTIONARY SOLUTIONS LLC,210370.0,https://www.google.com/search?q=REVOLUTIONARY%20SOLUTIONS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MEDUNIK USA INC,210000.0,https://www.google.com/search?q=MEDUNIK%20USA%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
TYSON PROJECT MANAGEMENT GROUP LLC,207448.48,https://www.google.com/search?q=TYSON%20PROJECT%20MANAGEMENT%20GROUP%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
METAL MEN LLC,207105.52,https://www.google.com/search?q=METAL%20MEN%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"BETAH ASSOCIATES, INC.",205399.12,https://www.google.com/search?q=BETAH%20ASSOCIATES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
UNIVERSITY OF MARYLAND MEDICAL SYSTEM CORPORATION,200000.0,https://www.google.com/search?q=UNIVERSITY%20OF%20MARYLAND%20MEDICAL%20SYSTEM%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CHILDREN'S HOSPITAL,200000.0,https://www.google.com/search?q=CHILDREN%27S%20HOSPITAL%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
VERADIGM LLC,195603.1,https://www.google.com/search?q=VERADIGM%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"GLOBAL ENGINEERING SOLUTIONS, INC.",193643.84,https://www.google.com/search?q=GLOBAL%20ENGINEERING%20SOLUTIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SWISH DATA CORPORATION,187571.82,https://www.google.com/search?q=SWISH%20DATA%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PROGENICS PHARMACEUTICALS INC,185644.72,https://www.google.com/search?q=PROGENICS%20PHARMACEUTICALS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"PLATINUM BUSINESS SERVICES, LLC",182444.33,https://www.google.com/search?q=PLATINUM%20BUSINESS%20SERVICES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CHEROENHAKA NOTTOWAY ENTERPRISES, LLC",182396.34,https://www.google.com/search?q=CHEROENHAKA%20NOTTOWAY%20ENTERPRISES%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
OPTIMAL SYSTEMS LLC,180000.0,https://www.google.com/search?q=OPTIMAL%20SYSTEMS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MRI PHYSICS AND ENGINEERING CONSULTANTS, LLC",180000.0,https://www.google.com/search?q=MRI%20PHYSICS%20AND%20ENGINEERING%20CONSULTANTS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CFR ENGINEERING CONSULTANTS, INC.",177131.93,https://www.google.com/search?q=CFR%20ENGINEERING%20CONSULTANTS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ALCHEM LABORATORIES CORPORATION,174000.0,https://www.google.com/search?q=ALCHEM%20LABORATORIES%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CDW GOVERNMENT LLC,171739.73,https://www.google.com/search?q=CDW%20GOVERNMENT%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
WERFEN USA LLC,170000.0,https://www.google.com/search?q=WERFEN%20USA%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ROBERTS OXYGEN CO INC,166502.74,https://www.google.com/search?q=ROBERTS%20OXYGEN%20CO%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
RITZ CONSTRUCTION INC,164819.82,https://www.google.com/search?q=RITZ%20CONSTRUCTION%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NIKON INSTRUMENTS INC,162519.44,https://www.google.com/search?q=NIKON%20INSTRUMENTS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ICON GOVERNMENT AND PUBLIC HEALTH SOLUTIONS, INC.",161304.0,https://www.google.com/search?q=ICON%20GOVERNMENT%20AND%20PUBLIC%20HEALTH%20SOLUTIONS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CANON MEDICAL SYSTEMS USA, INC",159853.0,https://www.google.com/search?q=CANON%20MEDICAL%20SYSTEMS%20USA%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PRESTIGE AMERITECH LTD,157524.40000000002,https://www.google.com/search?q=PRESTIGE%20AMERITECH%20LTD%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CAMRIS INTERNATIONAL, LLC",157132.8,https://www.google.com/search?q=CAMRIS%20INTERNATIONAL%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
N&S PROPERTY SERVICES LLC,155850.39,https://www.google.com/search?q=N%26S%20PROPERTY%20SERVICES%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC INC,151941.6,https://www.google.com/search?q=ADVANT-EDGE%20SOLUTIONS%20OF%20MIDDLE%20ATLANTIC%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LIFE TECHNOLOGIES CORPORATION,150806.45,https://www.google.com/search?q=LIFE%20TECHNOLOGIES%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CITY OF HAMILTON,150000.0,https://www.google.com/search?q=CITY%20OF%20HAMILTON%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ALLUCENT GOVERNMENT SERVICES (US) LLC,148109.0,https://www.google.com/search?q=ALLUCENT%20GOVERNMENT%20SERVICES%20%28US%29%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
AAPHARMASYN LLC,147236.0,https://www.google.com/search?q=AAPHARMASYN%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
RESCUE ONE TRAINING FOR LIFE INC,146197.0,https://www.google.com/search?q=RESCUE%20ONE%20TRAINING%20FOR%20LIFE%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"N4 SOLUTIONS, LLC",145423.68,https://www.google.com/search?q=N4%20SOLUTIONS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MACHAON DIAGNOSTICS INC,145080.0,https://www.google.com/search?q=MACHAON%20DIAGNOSTICS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
WATERS TECHNOLOGIES CORPORATION,144777.5,https://www.google.com/search?q=WATERS%20TECHNOLOGIES%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ISLAS GENERAL CLEANING SERVICES, INC.",144436.0,https://www.google.com/search?q=ISLAS%20GENERAL%20CLEANING%20SERVICES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MEDICAL RECORDS CORP. OF MARYLAND,144000.0,https://www.google.com/search?q=MEDICAL%20RECORDS%20CORP.%20OF%20MARYLAND%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
BRAMHALL GEORGE,144000.0,https://www.google.com/search?q=BRAMHALL%20GEORGE%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
COMPASS FEDERAL CONSULTING LIMITED LIABILITY COMPANY,141690.75,https://www.google.com/search?q=COMPASS%20FEDERAL%20CONSULTING%20LIMITED%20LIABILITY%20COMPANY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
IPHARMASUPPORTS LLC,140842.88,https://www.google.com/search?q=IPHARMASUPPORTS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CUTLASS CONTRACTING LLC,140304.93,https://www.google.com/search?q=CUTLASS%20CONTRACTING%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SYNTHEGO HOLDINGS LLC,140000.0,https://www.google.com/search?q=SYNTHEGO%20HOLDINGS%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HELLMUTH, OBATA & KASSABAUM, P.C.",139454.41999999998,https://www.google.com/search?q=HELLMUTH%2C%20OBATA%20%26%20KASSABAUM%2C%20P.C.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LABVANTAGE SOLUTIONS INC,137512.68,https://www.google.com/search?q=LABVANTAGE%20SOLUTIONS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
REES SCIENTIFIC CORPORATION,137323.33,https://www.google.com/search?q=REES%20SCIENTIFIC%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
EFFECTUAL PUBLIC SECTOR INC,135369.0,https://www.google.com/search?q=EFFECTUAL%20PUBLIC%20SECTOR%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CYRACOM INTERNATIONAL, INC",135060.0,https://www.google.com/search?q=CYRACOM%20INTERNATIONAL%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
EDWAN LLC,135000.0,https://www.google.com/search?q=EDWAN%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CHEMTREAT, INC.",132007.6,https://www.google.com/search?q=CHEMTREAT%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
