Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Name,Place Of Performance ZIP Code,Place Of Performance County Name,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Type Of Set Aside Description,Contracting Officer Business Size Determination,Last Modified Date,Is Small Business,Is 8a Set-Aside
89303923FEM000216,ATTAINX INC.,2026-01-22,0.0,89303923FEM000216,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503124PWA000741,LACEY BUTLER,2026-01-22,0.0,89503124PWA000741,AZ,PHOENIX,85005,MARICOPA,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,561720,JANITORIAL SERVICES,,,,,False,False
89243126PSC000398,PRENAX INC,2026-01-22,128960.87,89243126PSC000398,TN,OAK RIDGE,37830,ANDERSON,7630,NEWSPAPERS AND PERIODICALS,513120,PERIODICAL PUBLISHERS,,,,,False,False
89233121FNA400387,STREET LEGAL INDUSTRIES LLC,2026-01-22,18521.66,89233121FNA400387,NM,ALBUQUERQUE,87116,BERNALILLO,S205,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303923FEM000215,STREET LEGAL INDUSTRIES LLC,2026-01-22,195696.0,89303923FEM000215,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503023FWA400737,CONTROLLED F.O.R.C.E INC.,2026-01-22,177951.48,89503023FWA400737,CO,LAKEWOOD,80228,JEFFERSON,S206,HOUSEKEEPING- GUARD,611699,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,,,,,False,False
89303923FEM000209,STREET LEGAL INDUSTRIES LLC,2026-01-22,138624.0,89303923FEM000209,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89243126CSC000207,"CHICKASAW SERVICE SOLUTIONS, LLC",2026-01-22,33968.0,89243126CSC000207,OK,NORMAN,73071,CLEVELAND,J063,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),,,,,False,False
89303023FIM000104,"EVOKE RESEARCH AND CONSULTING, LLC",2026-01-22,440000.0,89303023FIM000104,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303126FEM400437,SOFTWARE INFORMATION RESOURCE CORP.,2026-01-22,5649.92,89303126FEM400437,KY,LEXINGTON,40513,FAYETTE,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303126FEM400438,SOFTWARE INFORMATION RESOURCE CORP.,2026-01-22,6108.49,89303126FEM400438,KY,LEXINGTON,40513,FAYETTE,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303324FEM400398,"INALAB CONSULTING, INC.",2026-01-22,500610.63,89303324FEM400398,VA,FAIRFAX,22030,FAIRFAX,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541618,OTHER MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303025CHC000021,"ALEUT TECHNICAL SERVICES, LLC",2026-01-22,233000.0,89303025CHC000021,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303024CHC000020,FREDRICK OAK CONSULTING LLC,2026-01-22,46292.0,89303024CHC000020,MD,HYATTSVILLE,20785,PRINCE GEORGES,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303924FEM400061,DIGITAL CHECK CORP,2026-01-22,0.0,89303924FEM400061,WA,RICHLAND,99352,BENTON,T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER,333316,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,,,,,False,False
89503026PWA000520,MONTANA DAKOTA UTILITIES CO,2026-01-22,0.0,89503026PWA000520,CO,LAKEWOOD,80228,JEFFERSON,X1BZ,LEASE/RENTAL OF OTHER AIRFIELD STRUCTURES,488119,OTHER AIRPORT OPERATIONS,,,,,False,False
89303321CEM000080,"BATTELLE SAVANNAH RIVER ALLIANCE, LLC",2026-01-22,11838340.35,89303321CEM000080,SC,AIKEN,29803,AIKEN,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
89303023FCD000005,BLOOMBERG FINANCE LP,2026-01-22,-21.2,89303023FCD000005,NY,NEW YORK,10022,NEW YORK,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,519190,ALL OTHER INFORMATION SERVICES,,,,,False,False
89233122FNA400454,MELE ASSOCIATES INC,2026-01-22,0.0,89233122FNA400454,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
89233124FNA400574,PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,2026-01-22,5000.0,89233124FNA400574,CA,PASADENA,91124,LOS ANGELES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
89233124FNA400630,TI VERBATIM CONSULTING INC.,2026-01-22,12494.0,89233124FNA400630,TX,AMARILLO,79120,POTTER,R699,SUPPORT- ADMINISTRATIVE: OTHER,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,,,,,False,False
89233124FNA400580,PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,2026-01-22,0.0,89233124FNA400580,,,,,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
89233124FNA400648,PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,2026-01-22,257552.0,89233124FNA400648,CA,PASADENA,91124,LOS ANGELES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
89303025FIM000172,AUTONOMIC INTEGRA LLC,2026-01-22,82000.0,89303025FIM000172,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
89303024FMA400847,"HITT CONTRACTING, INC.",2026-01-22,74667.0,89303024FMA400847,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,Z2AB,REPAIR OR ALTERATION OF CONFERENCE SPACE AND FACILITIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
89303923CEM000039,HENRY HATHAWAY,2026-01-22,-27216.52,89303923CEM000039,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89233126FNA400744,VECTOR RESOURCE INC,2026-01-22,8000.0,89233126FNA400744,SC,AIKEN,29803,AIKEN,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303026FGC000016,BGRS RELOCATION INC,2026-01-22,20500.0,89303026FGC000016,DC,WASHINGTON,20024,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,531390,OTHER ACTIVITIES RELATED TO REAL ESTATE,,,,,False,False
89303926FEM000385,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,2026-01-22,206882.64,89303926FEM000385,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89603023F0024,AGILQUEST CORPORATION,2026-01-22,89993.07,89603023F0024,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89243024CSC000002,"FERMI FORWARD DISCOVERY GROUP, LLC",2026-01-22,0.0,89243024CSC000002,IL,BATAVIA,60510,KANE,M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
89304021FEM400094,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,2026-01-22,0.0,89304021FEM400094,WA,RICHLAND,99352,BENTON,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89303225FEM400023,"NAVARRO RESEARCH AND ENGINEERING, INC.",2026-01-22,5088790.0,89303225FEM400023,NM,CARLSBAD,88220,EDDY,R499,SUPPORT- PROFESSIONAL: OTHER,562910,REMEDIATION SERVICES,,,,,False,False
89304022FEM400113,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,2026-01-22,-24426.48,89304022FEM400113,WA,RICHLAND,99354,BENTON,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89303025FIM000170,ACCENTURE FEDERAL SERVICES LLC,2026-01-22,0.0,89303025FIM000170,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
89303026FIM000191,ACCENTURE FEDERAL SERVICES LLC,2026-01-22,200000.0,89303026FIM000191,VA,ARLINGTON,22203,ARLINGTON,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
89303925FEM000363,ATTAINX INC.,2026-01-21,0.0,89303925FEM000363,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
89303924FEM000320,ATTAINX INC.,2026-01-21,0.0,89303924FEM000320,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
89243523PCR000001,WATER WORKS NO 9,2026-01-21,0.0,89243523PCR000001,LA,SULPHUR,70663,CALCASIEU,S114,UTILITIES- WATER,221310,WATER SUPPLY AND IRRIGATION SYSTEMS,,,,,False,False
89303922FEM000194,ATTAINX INC.,2026-01-21,-38398.5,89303922FEM000194,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303922FEM000141,ATTAINX INC.,2026-01-21,-5109.45,89303922FEM000141,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303325FEM400449,SOUTHWESTERN PUBLIC SERVICE COMPANY,2026-01-21,200000.0,89303325FEM400449,NM,CARLSBAD,88220,EDDY,S112,UTILITIES- ELECTRIC,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,,,,,False,False
89303026PLP000031,GRAPHITE GTC FEDERAL SERVICES LLC,2026-01-21,51454.84,89303026PLP000031,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),513210,SOFTWARE PUBLISHERS,,,,,False,False
89303922FEM000139,STREET LEGAL INDUSTRIES LLC,2026-01-21,-69856.95,89303922FEM000139,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89503320PWA000091,TRANSCON ENVIRONMENTAL INC,2026-01-21,-7300.37,89503320PWA000091,CA,FOLSOM,95630,SACRAMENTO,F099,NATURAL RESOURCES/CONSERVATION- OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89233026CNR000087,"SELECT SECURITY CONSULTING, LLC",2026-01-21,208000.0,89233026CNR000087,MD,UPPER MARLBORO,20772,PRINCE GEORGES,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,,,False,False
89603024F0022,WSP USA SOLUTIONS INC,2026-01-21,0.0,89603024F0022,DC,WASHINGTON,20037,DISTRICT OF COLUMBIA,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89303021FMA400370,"EMCOR GOVERNMENT SERVICES, INC",2026-01-21,200000.0,89303021FMA400370,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,561210,FACILITIES SUPPORT SERVICES,,,,,False,False
DEAD5210NA28762,"NORESCO, LLC",2026-01-21,0.0,DEAD5210NA28762,NM,LOS ALAMOS,87544,LOS ALAMOS,N062,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,541330,ENGINEERING SERVICES,,,,,False,False
89603024F0038,"MINBURN TECHNOLOGY GROUP, LLC",2026-01-21,5760.0,89603024F0038,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303023FMA400655,"QUALITY ELEVATOR CO., LLC",2026-01-21,0.0,89303023FMA400655,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,J023,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",561210,FACILITIES SUPPORT SERVICES,,,,,False,False
89233218CNA000001,"TRIAD NATIONAL SECURITY, LLC",2026-01-21,0.0,89233218CNA000001,NM,LOS ALAMOS,87545,LOS ALAMOS,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,561210,FACILITIES SUPPORT SERVICES,,,,,False,False
89243325PFE000925,TELECOMMUNICATION UTILITY PROCUREMENT SERVICES LLC,2026-01-21,0.0,89243325PFE000925,WA,PASCO,99301,FRANKLIN,6640,LABORATORY EQUIPMENT AND SUPPLIES,332322,SHEET METAL WORK MANUFACTURING,,,,,False,False
89243322FAU400004,"CENTERRA GROUP, LLC",2026-01-21,0.0,89243322FAU400004,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,561612,SECURITY GUARDS AND PATROL SERVICES,,,,,False,False
DEAC3608GO28308,"ALLIANCE FOR ENERGY INNOVATION, LLC",2026-01-21,32025000.0,DEAC3608GO28308,CO,LAKEWOOD,80401,JEFFERSON,M181,OPER OF GOVT R&D GOCO FACILITIES,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,,,,,False,False
89603026F0006,"AD ASTRA, INC.",2026-01-21,16400.0,89603026F0006,MD,SILVER SPRING,20910,MONTGOMERY,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,541930,TRANSLATION AND INTERPRETATION SERVICES,,,,,False,False
89303324CEM000119,PIKE NATURAL GAS CO,2026-01-21,0.0,89303324CEM000119,OH,PIKETON,45661,PIKE,S111,UTILITIES- GAS,221210,NATURAL GAS DISTRIBUTION,,,,,False,False
89503318PWA000007,TRACY DELTA SOLID WASTE MANAGEMENT INCORPORATED,2026-01-21,-2804.12,89503318PWA000007,CA,BYRON,94514,CONTRA COSTA,S205,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,562111,SOLID WASTE COLLECTION,,,,,False,False
89243226FNE400219,SIGMA SCIENCE INC,2026-01-21,143564.36,89243226FNE400219,NM,ALBUQUERQUE,87110,BERNALILLO,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,,,,,False,False
89303025FIM000186,"OPTIVOR TECHNOLOGIES, LLC",2026-01-21,0.45,89303025FIM000186,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89243323CFE000074,KBC ENERGY SOLUTIONS LLC,2026-01-21,152800.0,89243323CFE000074,WV,MORGANTOWN,26505,MONONGALIA,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,,,,,False,False
89303924FEM000328,COHNREZNICK LLP,2026-01-21,-1118.9,89303924FEM000328,WA,RICHLAND,99354,BENTON,R704,SUPPORT- MANAGEMENT: AUDITING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89303025FAU400024,"EDGEWATER FEDERAL SOLUTIONS, INC.",2026-01-21,2300854.22,89303025FAU400024,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303924FEM000319,COHNREZNICK LLP,2026-01-21,-10489.9,89303924FEM000319,WA,RICHLAND,99354,BENTON,R704,SUPPORT- MANAGEMENT: AUDITING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89303925FEM000364,COHNREZNICK LLP,2026-01-21,-76491.43,89303925FEM000364,WA,RICHLAND,99354,BENTON,R704,SUPPORT- MANAGEMENT: AUDITING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89303025FEM000096,COHNREZNICK LLP,2026-01-21,0.0,89303025FEM000096,NY,NEW YORK,10019,NEW YORK,R704,SUPPORT- MANAGEMENT: AUDITING,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,,,,,False,False
89233122CNA000255,NEVADA SYSTEM OF HIGHER EDUCATION,2026-01-21,0.0,89233122CNA000255,NV,LAS VEGAS,89193,CLARK,AC21,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; BASIC RESEARCH,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
89243325FFE400654,"THUNDERCAT TECHNOLOGY, LLC",2026-01-21,0.0,89243325FFE400654,WV,MORGANTOWN,26505,MONONGALIA,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89303723FEM400281,S & K LOGISTICS SERVICES LLC,2026-01-21,22419.0,89303723FEM400281,SC,AIKEN,29802,AIKEN,R699,SUPPORT- ADMINISTRATIVE: OTHER,561210,FACILITIES SUPPORT SERVICES,,,,,False,False
89303025CMA000134,ALEXTON INCORPORATED,2026-01-21,20000.0,89303025CMA000134,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,,,,,False,False
DEAC0503OR22988,OHIO VALLEY ELECTRIC CORPORATION,2026-01-21,865000.0,DEAC0503OR22988,OH,PIKETON,45661,PIKE,S112,UTILITIES- ELECTRIC,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,,,,,False,False
89233123FNA000126,PARSONS GOVERNMENT SERVICES INC.,2026-01-21,0.0,89233123FNA000126,VA,CENTREVILLE,20120,FAIRFAX,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,,,,,False,False
89233122FNA000107,PARSONS GOVERNMENT SERVICES INC.,2026-01-21,0.0,89233122FNA000107,NV,LAS VEGAS,89135,CLARK,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,,,,,False,False
89303021FCF400027,TECHNOMICS INC,2026-01-21,0.0,89303021FCF400027,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R699,SUPPORT- ADMINISTRATIVE: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
89303020FET400017,"POTOMACWAVE, INC.",2026-01-21,0.0,89303020FET400017,DC,WASHINGTON,20001,DISTRICT OF COLUMBIA,R699,SUPPORT- ADMINISTRATIVE: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
DEAC0276SF00515,THE LELAND STANFORD JUNIOR UNIVERSITY,2026-01-21,0.0,DEAC0276SF00515,CA,STANFORD,94305,SANTA CLARA,M181,OPER OF GOVT R&D GOCO FACILITIES,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",,,,,False,False
89304223FEM400000,IDAHO ENVIRONMENTAL COALITION LLC,2026-01-21,12174337.28,89304223FEM400000,ID,IDAHO FALLS,83402,BONNEVILLE,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
89303923FEM000203,CORPORATE ALLOCATION SERVICES INC,2026-01-21,0.0,89303923FEM000203,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303025FIM000178,AUTONOMIC INTEGRA LLC,2026-01-21,215000.0,89303025FIM000178,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
89503426FWA401816,"ADVANCED COMPUTER CONCEPTS, INC.",2026-01-21,45711.14,89503426FWA401816,VA,MCLEAN,22102,FAIRFAX,7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
89503625PSW000249,SUNRISE LAWN LANDSCAPE,2026-01-21,11970.0,89503625PSW000249,AR,JONESBORO,72401,CRAIGHEAD,S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,561730,LANDSCAPING SERVICES,,,,,False,False
89503625CSW000080,STERILECO LLC,2026-01-21,22315.54,89503625CSW000080,OK,TULSA,74101,TULSA,J041,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",,,,,False,False
89303325FEM400445,SAGE ENERGY TRADING LLC,2026-01-21,227000.0,89303325FEM400445,OH,PIKETON,45661,PIKE,S111,UTILITIES- GAS,221210,NATURAL GAS DISTRIBUTION,,,,,False,False
89303024FET400032,"AMAZON WEB SERVICES, INC.",2026-01-21,0.0,89303024FET400032,WA,SEATTLE,98109,KING,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",,,,,False,False
89303024FSE000004,"ICF INCORPORATED, L.L.C.",2026-01-21,0.0,89303024FSE000004,VA,RESTON,20190,FAIRFAX,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89603023P0010,BINDERY EQUIPMENT SERVICES TECH LLC,2026-01-21,12249.88,89603023P0010,DC,WASHINGTON,20426,DISTRICT OF COLUMBIA,J074,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,,,,,False,False
89303024FSE000005,DELOITTE CONSULTING LLP,2026-01-21,0.0,89303024FSE000005,DC,WASHINGTON,20585,DISTRICT OF COLUMBIA,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
89303924FEM000281,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,2026-01-21,0.0,89303924FEM000281,WA,RICHLAND,99354,BENTON,R699,SUPPORT- ADMINISTRATIVE: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89503025FWA401012,"SERVITECH, INC.",2026-01-21,-3017.95,89503025FWA401012,CO,LOVELAND,80538,LARIMER,6110,ELECTRICAL CONTROL EQUIPMENT,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,,,,,False,False
89304022FEM400105,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,2026-01-21,-5806.88,89304022FEM400105,WA,RICHLAND,99354,BENTON,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
89303325FEM400461,"NAVARRO RESEARCH AND ENGINEERING, INC.",2026-01-21,4775000.0,89303325FEM400461,NV,LAS VEGAS,89101,CLARK,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
89603024P0005,WEST PUBLISHING CORPORATION,2026-01-21,537372.0,89603024P0005,MN,SAINT PAUL,55123,DAKOTA,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),513210,SOFTWARE PUBLISHERS,,,,,False,False
